avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f49d0d23e188f22677c96c1a0c96684d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3240f170&x-expires=1784718000&x-signature=At%2BaXo6e7%2BMGudGZ5MTAjwfJy4E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1237,"['604453', '600001', '700645']",kdoNagAAAACOV4AEeERJl-yievH_HBsssLhdL6xks-a5yoBZSjlQlw,20794,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Leng Online Shop ୨ৎ ᥫ᭡🐚,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5201}}",leng.taguiam,"{'amount': '49936.797574', 'currency': 'USD'}","{'amount': '49896.53989', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/6f606f34a88c388e217bd66b607e6442~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e1088fdd&x-expires=1784718000&x-signature=OoT1Jxu6RaF9jBxMJsNotB97Bg8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,3065,"['700437', '700645', '601152']",hr8XLwAAAACOV4AEeERJl-yievH_HBssIaxsYuMBTrEr2brNvWt0fw,27680,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Mr. Bry,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3104}}",mrbryanl,"{'amount': '24410.28217', 'currency': 'USD'}","{'amount': '24393.828092', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/dd75327071733766d59a294f841871f2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cf38d773&x-expires=1784718000&x-signature=%2FtXU7RxThZkSzkTy%2B5QBBk2ct5I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,388,"['601450', '700645', '602284']",1-lQUgAAAACOV4AEeERJl-yievH_HBssAPnOFCK4w1ni2r5cglZkeg,79388,{'formatted_range': '₱10K+'},Mommyjane,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4454}}",assortedproductshopping,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6487ab1e61f80e49a55346eb05ebaf96~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=455b9d66&x-expires=1784718000&x-signature=kOd98le%2Fv38AUXK6XzCqAB6aKPY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '600001']",SF2z3QAAAACOV4AEeERJl-yievH_HBssakH7nCz3-y42LwkDo3IC8w,4556707,{'formatted_range': '₱10K+'},Therese Tiangco,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5086}}",theresetiangco,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/04e03b89f6e1b1ddf0f69d13ab13ff83~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=fd7a1d23&x-expires=1784718000&x-signature=nZSRzVt403J0qtVfXtYAJZzIhqc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,917,"['601450', '700645', '600024']",ZzZujQAAAACOV4AEeERJl-yievH_HBssJlM4P-bcj1y5smTERcBjyQ,99045,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Mariaaadel🌸,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5093}}",mandaragatngbuhay,"{'amount': '9801.047611', 'currency': 'USD'}","{'amount': '9742.46612', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/cd730d0c25eb62eaf79b47a09f8ca0be~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d341169e&x-expires=1784718000&x-signature=Vj4eqLSMgBFs6UcKOiMsRuL3aJo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1125,"['601450', '700645', '700437']",C_InKAAAAACOV4AEeERJl-yievH_HBssIehPO1nZWxNDF7HyMopfqQ,12257,{'formatted_range': '₱10K+'},lyn.recos♡,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4412}}",glyn.finds,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1fb5325bdb58b6678f9f9cc51a910ead~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a5beb6f6&x-expires=1784718000&x-signature=1TEj9wKcMPl5mT3Mxvgd1iiW8E4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},501,398,"['601450', '700645', '824328']",cIVZPAAAAACOV4AEeERJl-yievH_HBssZNS6y0-29xerFG-fpM0GBw,4465,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Prof Lex | Tech & Lifestyle,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5250}}",jcltiangco,"{'amount': '16454.005468', 'currency': 'USD'}","{'amount': '16379.076521', 'currency': 'USD'}","{'amount': '45.600574', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7d822d8998bb1e8bd9c2b58d9ac74b60~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dbd54d9a&x-expires=1784718000&x-signature=mJ8EXF4tZnrTdV%2BHHQMkt8qC%2FuI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},783,469,"['601450', '700645', '601152']",NmcCrAAAAACOV4AEeERJl-yievH_HBsstrvKNYlX1d6xG2lVD2hl_A,63799,{'formatted_range': '₱10K+'},argiesonlineshop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6843}}",argiesonlineshop,,,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c222626d3d52680ee1d9366de7dedac8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=13da2538&x-expires=1784718000&x-signature=HnRxOJxLaX%2BvOJayzGlnuwNzcw8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,341,"['602284', '601755', '604206']",En6y0AAAAACOV4AEeERJl-yievH_HBssJ1Nel7VaEIRzhMk1gYyN2Q,5854,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Liara Lael🍒,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4250}}",liarapot,"{'amount': '10713.244506', 'currency': 'USD'}","{'amount': '10665.902726', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/64cf51fcf9b9364b2e0b40f3e218d6a7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6ccddae2&x-expires=1784718000&x-signature=jgzj82b6W0ZQ223Rj3W6TWICPB4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,933,"['700645', '601450', '605248']",TP5zZQAAAACOV4AEeERJl-yievH_HBss1VrPM-gLNoBSn_5vZ9Bqfw,28332,{'formatted_range': '₱10K+'},Baby David,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5584}}",davidwanderer69,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/36e5498b464384471b7a991d7c97b8d8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9d6648f4&x-expires=1784718000&x-signature=rGN4JoS%2FhAuapCBcN1Eui34zOcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7797,792,"['700645', '601450', '700437']",qHa6vwAAAACOV4AEeERJl-yievH_HBss9_gXd04TagPfkOKhf1VMyQ,205429,{'formatted_range': '₱10K+'},Happy Scents 4Ever,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5779}}",happyscents4ever,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/105d43dd5f88c5c71994fec649bfbfa3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6668145f&x-expires=1784718000&x-signature=eZ66%2FRpGLgWv2cUV6eHPULiFyVw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,335,"['602284', '700645', '700437']",kRXVzgAAAACOV4AEeERJl-yievH_HBssCk6-tU8rRcU34M6E7Wf4WA,16516,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Mommycharm۶ৎ,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4929}}",mommycharm0912,"{'amount': '12517.599603', 'currency': 'USD'}","{'amount': '12444.071756', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d107aca6368ae8fab3109fa6607afb43~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4a240b19&x-expires=1784718000&x-signature=Yd1Drxrvpt%2BmfeqMpr5PvI6sdMY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1363,"['601450', '700645', '605196']",Z0wgCgAAAACOV4AEeERJl-yievH_HBssKF4pIE9NBQMGU0XPAvKVUg,17474,{'formatted_range': '₱10K+'},Halyshope,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5345}}",halyshope,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/576007a2ea229b415e9d5bb6df5955ab~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d3fac372&x-expires=1784718000&x-signature=B4XbNRhvB8u1oF7XBEyeaDqAfRo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2793,742,"['601739', '700645', '600001']",uQZMCAAAAACOV4AEeERJl-yievH_HBsssbwKIlszhp66iy_v2KuF9Q,5637,{'formatted_range': '₱10K+'},Ma’am L.A,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4930}}",shoppwithliz,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/a364272edb98ef454f4bf7bde3a42607~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ee641b9d&x-expires=1784718000&x-signature=Vy%2Bww2hTPErGkGgOQDzVtkk3Szs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,950,"['601450', '700645', '600024']",x7AMGAAAAACOV4AEeERJl-yievH_HBss9qpTCE1q2j0jIL8VW2CfdQ,35453,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Haly,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5119}}",haly_1103,"{'amount': '45579.832856', 'currency': 'USD'}","{'amount': '45555.820656', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/8a65e9dbb439d88eef4a20d9be8b653c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=003bf7f7&x-expires=1784718000&x-signature=RRkXHFfcZZ47agvWuyM1BD7CT3Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,153,"['605196', '700645', '824584']",OBjn2QAAAACOV4AEeERJl-yievH_HBsslmhLit5qF_62tw_L2qwivQ,148728,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Langga Gail,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6118}}",langgagail,"{'amount': '17887.889632', 'currency': 'USD'}","{'amount': '17060.098699', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c8149c94e824eea1f848f430dbce40e7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6eecf06a&x-expires=1784718000&x-signature=dU4CnfX9VnewdxEBNXTN6GxAbjA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,426,"['700645', '600001', '601450']",mbKgUgAAAACOV4AEeERJl-yievH_HBsstAh09hE3zyo-bcNqX5ZoJg,15480,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Bry Palad,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3015}}",richbry13,"{'amount': '29493.587705', 'currency': 'USD'}","{'amount': '29445.727087', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/73ef9e6b9a120ba60e42162f47ec78b9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=54f221a1&x-expires=1784718000&x-signature=VsL3yw24nn5RAVmTEFWFAr2ScuU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},617,1966,"['700645', '601450', '601739']",iTodFwAAAACOV4AEeERJl-yievH_HBssIIEizawKXLdnjLCFedd6lA,138831,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",𝐌𝐫.𝐁𝐥𝐢𝐧𝐤𝐆𝐥𝐨𝐰,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5802}}",mr.blinkglow,"{'amount': '13476.513611', 'currency': 'USD'}","{'amount': '5907.781655', 'currency': 'USD'}","{'amount': '6664.96447', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/45f127fa50f44ab240e9b5c226c1d07c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7fa89463&x-expires=1784718000&x-signature=fyg5M4jqfQMOkAum3jpAWV1GI5s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,411,"['602284', '802184', '600154']",c-RBtQAAAACOV4AEeERJl-yievH_HBssVnnIF9BSwDNPAp4rnC8K5w,5282,{'formatted_range': '₱10K+'},Isamel Abad,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4257}}",sam_shop.01,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0b729ad26755d4ff971dfd55f15b75a0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=770ddca6&x-expires=1784718000&x-signature=GbNLS55LyJ5lpA%2FmPaONNGXwDL8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,651,"['601450', '700645', '602284']",Xyz16QAAAACOV4AEeERJl-yievH_HBssurop-0LEqQPnEXGSsKOFYQ,15920,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Miss.Love❤️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4253}}",ms_love026,"{'amount': '11307.062844', 'currency': 'USD'}","{'amount': '11248.354335', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2ba79b5ba50533c2f46503642483d865~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=958f6bf8&x-expires=1784718000&x-signature=UA%2BHTXnXQ56Z1VWHxsjKpFw9feI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,191,"['700645', '601152', '602284']",Tn8YUwAAAACOV4AEeERJl-yievH_HBssMB2XbfdgUtKXyzwvvu3rNQ,7431,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",_itsmeces𐙚,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3637}}",itsmemommyfinds,"{'amount': '13661.036329', 'currency': 'USD'}","{'amount': '13537.751505', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2ff6e9ec0dd8fa8dc43c94a347ec34c6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=babc5fce&x-expires=1784718000&x-signature=nDIgkRVA1Q01g9hXAQqQ6OovvWE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},34270,17935,"['601152', '601450', '700645']",y92t1AAAAACOV4AEeERJl-yievH_HBss5oKm2rkZnSm_lV216QY9KQ,859331,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Louise delos Reyes,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6738}}",ldr901,"{'amount': '6487.837942', 'currency': 'USD'}","{'amount': '2728.565136', 'currency': 'USD'}","{'amount': '3754.763748', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6a184259ecbfd03f4094d92444aef557~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5c3979bd&x-expires=1784718000&x-signature=AcANonMY%2BipF1BM4gLfQGa%2FKoO4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,715,"['601152', '601739', '601450']",xm3BjQAAAACOV4AEeERJl-yievH_HBss-zWAN8V3eR-lo0MkruPrrQ,2593,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",ChasingFelicity,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5007}}",misssebbby,"{'amount': '17575.53928', 'currency': 'USD'}","{'amount': '17544.559294', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e4b81e3e1bedd40f18286dc6fe8cfda6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2ba3eb47&x-expires=1784718000&x-signature=LmGdSUjs%2F97M7K04hCwqbQTigk8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,399,"['802184', '601450', '700645']",XL09NAAAAACOV4AEeERJl-yievH_HBssJm-7NvBf6VSEJCAAkzwK8g,5488,{'formatted_range': '₱10K+'},Mommy Van 👨‍👩‍👦,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5221}}",bugssvanne,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/03120fa40c7a00a66193f33c1a255059~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d70d2f62&x-expires=1784718000&x-signature=OexmbDn110Aznqok2KROJTkM9S8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '601755']",PbnPJwAAAACOV4AEeERJl-yievH_HBssO4FqE6kSTahzdkN5-ZtT0w,173518,{'formatted_range': '₱10K+'},YouGlowBabeOfficialShop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6390}}",youglowbabeofficialshop,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/43b419a7b37375a55260b0352a9eae9e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f271e803&x-expires=1784718000&x-signature=Wad04Lxfv6vLRUGkfO5Zs9ai9CA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=a1d2006b&idc=my2'},6276,0,"['601450', '700645', '601152']",XzyePgAAAACOV4AEeERJl-yievH_HBssAytqlC5t3RGQM0W20_UJ_A,751539,{'formatted_range': '₱10K+'},You Glow Babe 07,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7414}}",jizel.mangilit,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/5af63a9608eea53b3e6b1c2aba37e770~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=00209dbd&x-expires=1784718000&x-signature=mhbZwg9BWdyf9XZPL4iU8wSNECo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,811,"['700645', '601450', '600154']",4wUW1wAAAACOV4AEeERJl-yievH_HBsssNekv5qZ1jEAsFu8DFK3Ig,274737,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",RandomThings☆☆☆,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5280}}",rand0m.thingstar,"{'amount': '59196.17019', 'currency': 'USD'}","{'amount': '59167.64953', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/daed2a3edd92487db02c52c08b1d9625~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e0d02070&x-expires=1784718000&x-signature=pYUVtsK4%2BSnf%2BPPuxNmoT8Sl%2B90%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,506,"['601450', '700645', '601739']",2x_P5QAAAACOV4AEeERJl-yievH_HBsstiaJZyw1EUiqy5vnrGhJxw,114937,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Mommy Laica,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5196}}",mommy_laica,"{'amount': '35531.994533', 'currency': 'USD'}","{'amount': '35416.527319', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a43c0453d7866b41c3a0ad9c918b266b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c3260904&x-expires=1784718000&x-signature=goCaN1M4pTk%2BLc9vGptXAR6Y%2BxQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4199,2603,"['601450', '601152', '700645']",tTYBPAAAAACOV4AEeERJl-yievH_HBssm4wqPG0YiCJ9PcwE4GQeKQ,937910,{'formatted_range': '₱10K+'},LEMBOT,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5024}}",lembot28,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3a6bc4a3a12d18856ce89e0cdb8661db~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7e5eff2b&x-expires=1784718000&x-signature=ZAEpKyqp6x20SfJTkUKuTgn0T8I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,430,"['601450', '700645', '605196']",fIdfKQAAAACOV4AEeERJl-yievH_HBssinpExSRPvxExBBwRmdzYLw,5160,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jaydee_02🧿🪬,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4675}}",jaydee_0282,"{'amount': '22285.613267', 'currency': 'USD'}","{'amount': '22246.153265', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/d3c2b504d1730b2ad346d4d8379ee823~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c6c5f22f&x-expires=1784718000&x-signature=nHS7Tj%2F3s%2Fi9ri0GowpXhKe0uRI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2854,"['601450', '700645', '600001']",cNoniwAAAACOV4AEeERJl-yievH_HBssZJLVnl6_T1Hu9qXmW2Rppg,292085,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",R0SMAR TIKTOK SH0P,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5984}}",rosmar_0fficialaccount,"{'amount': '13468.440936', 'currency': 'USD'}","{'amount': '12727.059524', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2478d4d4c9180abc634d231a4dc34249~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dbcc8742&x-expires=1784718000&x-signature=Hae9dktNmKyw0IfHIGpIlhn6DPk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},983,538,"['603014', '700645', '601739']",v6ZG8wAAAACOV4AEeERJl-yievH_HBss7H5IuGUjM6WRs-7Z_V7C1g,865097,{'formatted_range': '₱10K+'},kulitanbrothers,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4593}}",kulitanbrothers,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e36c94f90e29b228b606d8f99d057bde~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c3a86c38&x-expires=1784718000&x-signature=%2F%2Fs4YAGXW6ydm0HVQjBu9u2Tqvw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1232,36,"['601450', '700645', '601352']",RP2kQQAAAACOV4AEeERJl-yievH_HBss982HimA78RDlv13E1ifFLA,56910,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Samaya Online Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5501}}",samayaboutique,"{'amount': '20223.652352', 'currency': 'USD'}","{'amount': '1425.239624', 'currency': 'USD'}","{'amount': '18746.002053', 'currency': 'USD'}"
