avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv,gmv_range,live_gmv,nickname,selection_region,top_follower_demographics,username,video_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/89b447862c849e0af23a041eaf80dcf5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6d8bda42&x-expires=1784548800&x-signature=Ew7z7FxBMWJO6HMQ0yfln93r2PI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,582,"['600001', '603014', '700645']",J7QoIQAAAACOV4AEeERJl-yievH_HBsscdLrdtJgmxVW-xIYtR8T7A,49078,,{'formatted_range': '₱10K+'},,akosi alvin💎,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3465}}",saminabangann,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5736252d22831b4ffeea5c65671d86c6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4dc3f235&x-expires=1784548800&x-signature=MbGb7RFE3tiPit7cBnhzRFArbIM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},303,434,"['601152', '601450', '700645']",VIBBggAAAACOV4AEeERJl-yievH_HBss3YsbRjY3czgHBMHDY8JmPQ,194574,"{'amount': '20431.619871', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '12.141892', 'currency': 'USD'}",Yassi Benitez,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6749}}",yassibenitez05,"{'amount': '20379.504893', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/524030d232f63c492637be60e4a55a59~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f5e964f9&x-expires=1784548800&x-signature=LgNYJO6gFsJPzgI%2B89vzUHWv0Hk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=a1d2006b&idc=my2'},0,0,"['601450', '602284', '700645']",saPdsAAAAACOV4AEeERJl-yievH_HBss3K_qrh8WV_gssIye3kGvog,10155101,"{'amount': '14449.11418', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '11.472584', 'currency': 'USD'}",MJ Encabo,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5439}}",encabomj17,"{'amount': '14082.124306', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/43965d69b0fa50eb0f12575d4638d271~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1b2f3b3c&x-expires=1784548800&x-signature=MmTqPG2d3ATV5xQqHERUOcFc1L0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},179,891,"['601450', '700645', '801928']",xDZRjgAAAACOV4AEeERJl-yievH_HBss-sswJgOO9hGem9Pnhq9y5w,7705,,{'formatted_range': '₱10K+'},,𝐬𝐤𝐢𝐧𝐜𝐚𝐫𝐞 𝐠𝐮𝐫𝐥𝐢𝐞,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6002}}",_vanillagurl,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9785e8ab7ea6b0135760e69bea444f8d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7768978e&x-expires=1784548800&x-signature=KZfC%2B3Y%2FHckNK4brE%2FZGTHZNtE0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,947,"['602284', '605196', '601450']",FIK2pAAAAACOV4AEeERJl-yievH_HBssxf9P-g6vZHN8vVaNTDb1fA,18159,"{'amount': '16636.190649', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Chinie Sarah ✨,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5127}}",cgeulen00,"{'amount': '16552.938401', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3ca2441d6062777d793a1fdc3cc7cd6a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d5cf60e7&x-expires=1784548800&x-signature=qyQ%2FXGRmujp5RrD0IQB0g3aDNJE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1855,331,"['601450', '700645', '700437']",Z65lVwAAAACOV4AEeERJl-yievH_HBssakplv8aUscXFgMLiz2WsfA,12193,"{'amount': '30036.411272', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '2903.053218', 'currency': 'USD'}",Botika_ni_Msgin,PH,"{'age_ranges': ['AGE_RANGE_45_54', 'AGE_RANGE_35_44', 'AGE_RANGE_55_AND_ABOVE'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4433}}",botika_ni_msgin,"{'amount': '27013.883989', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/059421cddffe941993b6dfdc2712fe8a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f8a0eb16&x-expires=1784548800&x-signature=KySzrv3dk3KYylNIv%2Fl7O68p1s4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2165,"['601450', '601152', '700645']",2INqqgAAAACOV4AEeERJl-yievH_HBssaktgjwcLRBbewURjsmB80w,149918,,{'formatted_range': '₱10K+'},,pollie_e,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5796}}",pollie_e,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/41c2333fa6b9e3a51f500bb5d900bc2c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4615873b&x-expires=1784548800&x-signature=chO4fxDiTP%2BTuRZg0aaouU8w92U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,249,"['602284', '601450', '600001']",90EfxAAAAACOV4AEeERJl-yievH_HBss5r8V3-Z7dkQ3x_pkVUIRcg,16740,,{'formatted_range': '₱10K+'},,mimi28shope,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4859}}",mimi28shope,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c69a81c5dd895eea5e7f14608e80b479~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=53870be3&x-expires=1784548800&x-signature=op1B7VWt7CdtIu9w21l9hcbnWQA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,587,"['601450', '605248', '700645']",JnODogAAAACOV4AEeERJl-yievH_HBssl0iv78HGWsx5AMt8b0UHVA,9625,"{'amount': '14573.595123', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,House of Trend,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4364}}",randomrecos1111,"{'amount': '14573.595123', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/150d4db6c7d5234318be703102df5dea~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4838d7fb&x-expires=1784548800&x-signature=9a1xcQEfWJRUvrY1vU3P46gZjdQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '604206']",BMnHrQAAAACOV4AEeERJl-yievH_HBsskwK08G47-QSU0uaVFS_YCQ,243563,,{'formatted_range': '₱10K+'},,Razzel Nae Tan,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 8200}}",razzelnaetan,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/35b8a0bac3a99d2e793be1419e0333d5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=26f8b174&x-expires=1784548800&x-signature=fRNcNQovKaGFIOAyY8WAVmFLEIM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},30450,0,"['824584', '601450', '700645']",hrKJkwAAAACOV4AEeERJl-yievH_HBssFLjnFbcLGqEF3laryPsYCQ,1453658,,{'formatted_range': '₱10K+'},,Iwa Moto,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6360}}",iam_iwa,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c52d10d57ef3ed824ecd770ee0788d9e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0afed2c2&x-expires=1784548800&x-signature=CpbGjW8wEy5Ht4IOTSWkOrCBomM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1137,"['602284', '601450', '700437']",BEKdBgAAAACOV4AEeERJl-yievH_HBsspLrlt4ZGeLq-xYF7dzI87g,27578,"{'amount': '16551.708209', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Dwayne’s Mom,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5939}}",inarsaez,"{'amount': '16492.338998', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5c39bfe4fc838fc646d6e6cb4b006bac~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d4fd5bb8&x-expires=1784548800&x-signature=06G9ehruZ9HeAXuyHmLSvvPiRtU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},775,927,"['700437', '601450', '700645']",lnKTBQAAAACOV4AEeERJl-yievH_HBss9poaSokiO3hPZuvXvaEUiA,1023424,,{'formatted_range': '₱10K+'},,Sherilyn Reyes Tan,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6830}}",sherilynrtan,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/633d72a6e093e5e1b55614a521c57c48~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=60e762e7&x-expires=1784548800&x-signature=swgDzj8NLruYcUt3CDQ0SZhNGX4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,757,"['605196', '601450', '600001']",KFWUfwAAAACOV4AEeERJl-yievH_HBssMvhU0B6j4_AIqqarEF1gWA,221729,"{'amount': '42359.734754', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Vanessa Aragon,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5631}}",sofieeeee004,"{'amount': '42338.24531', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/badf322738f79db978a28f193372bc81~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e978e0f1&x-expires=1784548800&x-signature=hlTs5PsxhvW5pU5Z3VC%2BTdCHvTM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,70563,"['601450', '700645', '601152']",GGEdZAAAAACOV4AEeERJl-yievH_HBssfBztAzZCJV3Yx50I922K7A,228839,,{'formatted_range': '₱10K+'},,danitapaner,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3739}}",danitapaner,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/385c6d36fcdb186fdc2d86b3b5ab5499~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9599177a&x-expires=1784548800&x-signature=eJ3mhA%2Ftkm5xZigyihSzRjYSV7g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,674,"['601450', '601152', '700645']",xjCIXAAAAACOV4AEeERJl-yievH_HBssMjugiF9sQp06ABVVmnLfJg,3259,,{'formatted_range': '₱10K+'},,Aivzxzc 🍩,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4025}}",belacandace,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ba7199df2b5900c95f08872f6421417a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=50f33f9a&x-expires=1784548800&x-signature=5NQIo3VPz%2BsFc9Yw9DavYOculQE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,751,"['824328', '602118', '801928']",I-f4wAAAAACOV4AEeERJl-yievH_HBssw-1bkUy4IXc1pvrnPLzWAg,7094,"{'amount': '26829.94176', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Krizzajaze 🪬,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4942}}",serraphimmme,"{'amount': '26803.672695', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e37c9f9d2f56e9984c47908d798ecde4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2608bff1&x-expires=1784548800&x-signature=1qde85z5tvBJU%2BKdn2lXtRG01sM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4534,53231,"['601450', '700645', '601352']",uDuXhgAAAACOV4AEeERJl-yievH_HBssMoTBDPxWuD-tOq3A49j8dg,7419,"{'amount': '67574.321947', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '64077.564016', 'currency': 'USD'}",C Beauty Store,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3417}}",cbeautystore,"{'amount': '3380.113484', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f215e2ffab6b4b8ba98ce0dbd1ee8f6e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dc239f80&x-expires=1784548800&x-signature=AlNLHQGWxx22WJfO5NWecGQ%2BOa8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},5306,619,"['700437', '700645', '602284']",HHdpmwAAAACOV4AEeERJl-yievH_HBsshMb1rg_loKv5ML2yAgXdEw,54560,"{'amount': '41151.068459', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '33246.376421', 'currency': 'USD'}",Mom Stuff,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5809}}",momstuff10,"{'amount': '7896.377199', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/60e5cb78a8645fe6961f2bf8d5c4a97c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=aad259b3&x-expires=1784548800&x-signature=it74IL9KUcgrsaCttEx3gDXpzQQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,402,"['601450', '700645', '604968']",2aPVfQAAAACOV4AEeERJl-yievH_HBssW_eq_OWvVIRFeKk_xWz9Hg,13065,,{'formatted_range': '₱10K+'},,ᴍᴀᴊᴇɴᴛɪɴᴀ ᥫ᭡,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4370}}",majentina.246,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bf8035354a90f86086a15b7c18c65366~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5847cde9&x-expires=1784548800&x-signature=MRd7R8M8IPUuH6ZtzPeNyKqiRJs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1314,"['601450', '700645', '601739']",p7dK2AAAAACOV4AEeERJl-yievH_HBss8aVkovN9ICdhBGrlk_8oBw,5438403,,{'formatted_range': '₱10K+'},,Celine Nobleza,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4892}}",celinenobleza,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d79fd5ac4f401c3e6785344686b0ed76~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5df2ca9e&x-expires=1784548800&x-signature=3PqyGkO37ptl2ksmO6E0lHRi%2Fx4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1549,"['824584', '600942', '601450']",sr32gQAAAACOV4AEeERJl-yievH_HBsshefaujP8Xora15ja5O9NVA,37593,"{'amount': '26640.58755', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,chamae˚˖𓍢ִ໋🌷͙֒✧˚ֶָ֢,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5936}}",chamiegurl,"{'amount': '26580.262232', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ba7199df2b5900c95f08872f6421417a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=50f33f9a&x-expires=1784548800&x-signature=5NQIo3VPz%2BsFc9Yw9DavYOculQE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,751,"['824328', '602118', '801928']",I-f4wAAAAACOV4AEeERJl-yievH_HBssw-1bkUy4IXc1pvrnPLzWAg,7094,"{'amount': '26829.94176', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Krizzajaze 🪬,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4942}}",serraphimmme,"{'amount': '26803.672695', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a04cae4c72a62eee0d1b3f4f5a911778~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e95766ee&x-expires=1784548800&x-signature=PP2rVYBWfu%2Fam9w2D4cxSmxVCJs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,9039,"['601450', '700645', '601739']",1MngBgAAAACOV4AEeERJl-yievH_HBss7qmzstzcCJX0hapicL6iHg,117572,,{'formatted_range': '₱10K+'},,Miss Pammy,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4185}}",misspammy__,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/fd88d1caac0dae7e882d8e28e6102b36~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=478db315&x-expires=1784548800&x-signature=XSMLLle%2BDgafHExHksonGbRsixc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},891,2260,"['601450', '700645', '605248']",65pgFAAAAACOV4AEeERJl-yievH_HBssh_lg3g6HV45OO9SPXKBg8A,64900,,{'formatted_range': '₱10K+'},,roanblyt,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5078}}",roanblyttt,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e37c9f9d2f56e9984c47908d798ecde4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2608bff1&x-expires=1784548800&x-signature=1qde85z5tvBJU%2BKdn2lXtRG01sM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4534,53231,"['601450', '700645', '601352']",uDuXhgAAAACOV4AEeERJl-yievH_HBssMoTBDPxWuD-tOq3A49j8dg,7419,"{'amount': '67574.321947', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '64077.564016', 'currency': 'USD'}",C Beauty Store,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3417}}",cbeautystore,"{'amount': '3380.113484', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f215e2ffab6b4b8ba98ce0dbd1ee8f6e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dc239f80&x-expires=1784548800&x-signature=AlNLHQGWxx22WJfO5NWecGQ%2BOa8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},5306,619,"['700437', '700645', '602284']",HHdpmwAAAACOV4AEeERJl-yievH_HBsshMb1rg_loKv5ML2yAgXdEw,54560,"{'amount': '41151.068459', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '33246.376421', 'currency': 'USD'}",Mom Stuff,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5809}}",momstuff10,"{'amount': '7896.377199', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/beedfa311b77c760fd5e552f4ca53702~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ea11fb70&x-expires=1784548800&x-signature=e%2B7KsqfrebuHWyTDtIJ9A6MJyME%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,21613,"['601450', '700645', '601152']",ULYsBAAAAACOV4AEeERJl-yievH_HBss0KuHT_h763nwjBITe1x3mQ,2588282,,{'formatted_range': '₱10K+'},,Niczab,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 2534}}",koykolay,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/60e5cb78a8645fe6961f2bf8d5c4a97c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=aad259b3&x-expires=1784548800&x-signature=it74IL9KUcgrsaCttEx3gDXpzQQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,402,"['601450', '700645', '604968']",2aPVfQAAAACOV4AEeERJl-yievH_HBssW_eq_OWvVIRFeKk_xWz9Hg,13065,,{'formatted_range': '₱10K+'},,ᴍᴀᴊᴇɴᴛɪɴᴀ ᥫ᭡,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4370}}",majentina.246,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d79fd5ac4f401c3e6785344686b0ed76~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a9e5f1f2&x-expires=1784548800&x-signature=1H8Q0VIvxFQYgSdJXr9CPaaghhM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1549,"['824584', '600942', '601450']",sr32gQAAAACOV4AEeERJl-yievH_HBsshefaujP8Xora15ja5O9NVA,37593,"{'amount': '26640.58755', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,chamae˚˖𓍢ִ໋🌷͙֒✧˚ֶָ֢,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5936}}",chamiegurl,"{'amount': '26580.262232', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7377075396147019781~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9719d3a6&x-expires=1784548800&x-signature=mFxhLkZMHdBuDI8eHzDZF%2BHLGFs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1920,"['700437', '601450', '700645']",d1KX4QAAAACOV4AEeERJl-yievH_HBssCBFo6nb_RCRd7JkyS3zxnA,169763,,{'formatted_range': '₱10K+'},,IG mitchocochip ° STRONGGIRLTM,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5018}}",mitchocochip,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/302a0c0a7246644db20582cddb2dbe6d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f33a685a&x-expires=1784548800&x-signature=RwJFuwnhcJA02oZ1G%2F9%2F9hfiCDM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},5205,3980,"['601450', '700645', '605248']",9XsX2gAAAACOV4AEeERJl-yievH_HBss9XbB5CPndurMTOZCzLLSVA,65415,,{'formatted_range': '₱10K+'},,trix 清芷,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 5404}}",_hannymylovesosweet,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/37c5cb7bc14f6eaa6b1826f054407f32~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=70d536f1&x-expires=1784548800&x-signature=Cn6DoVMPVei1j3GbjafUJzM08LI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1514,"['600001', '600942', '700645']",3Q-NYgAAAACOV4AEeERJl-yievH_HBssqSVhOr5xRAXXblLXD2KYSw,590961,,{'formatted_range': '₱10K+'},,Mommy Maica,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6821}}",maicapaguiooo,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/91b1fc3ec1636ec128c36be092f8325c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=87aff83d&x-expires=1784548800&x-signature=fe17OS2NRf5ZiW%2BqSFt1N35JEbg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,882,"['601450', '700645', '602284']",owi4IgAAAACOV4AEeERJl-yievH_HBssoC_NNpLaOxwxteBO56oOrA,4687,,{'formatted_range': '₱10K+'},,NB 🌙,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3278}}",findsbynb22,
