avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f5e1a5188c823824d9603ae4941a6289~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=48eecdcb&x-expires=1784088000&x-signature=exeXUWZZ9Bkfm5gRiHLNEaYPXLY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},742.0,428.0,"['601739', '605196', '824328']",jNWu3gAAAACOV4AEeERJl-yievH_HBss_P-XiYZblOSoASjJhMl8Vg,5772.0,{'formatted_range': '₱10K+'},SUPREMO_MK,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4512}}",__supremomk,,,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/caf9cfb76cd67315cd07b6e77d02d289~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3d142e09&x-expires=1784088000&x-signature=ExZrmlWFzUH4eUgChSiIPgLcWJ8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,11511.0,"['601152', '601450', '824328']",fKpaAAAAAACOV4AEeERJl-yievH_HBssarSI-HEjTBu8Yh7-uKA4aA,39535.0,{'formatted_range': '₱10K+'},andreagmy,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6217}}",andreagmy__,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2a919646239c7cd3a57cc7fd76aed724~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4e9ce098&x-expires=1784088000&x-signature=ZqnlZQ7OntaUKlz%2B6gpbZr3fWss%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1286.0,425.0,"['601450', '700645', '601152']",c2tn9AAAAACOV4AEeERJl-yievH_HBsstHKOkE7DrO8RN9rSkGMOmA,89042.0,{'formatted_range': '₱10K+'},jaywarine,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5713}}",catherineabucaylumasag,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/87ebd42b1a595281baa0101e14dc041d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e7107400&x-expires=1784088000&x-signature=QCKRtq8QeEjHI1saZA54gnZb99E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4904.0,1639.0,"['601450', '700645', '601152']",MrYc2gAAAACOV4AEeERJl-yievH_HBssvHRQUB-R5rLjaGMWRn6e5w,359299.0,{'formatted_range': '₱10K+'},Skincare Tagaytay Main,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6531}}",skincaretagaytaymain,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/342b452f95258a56d9ede4c84319ffe4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d86e71b6&x-expires=1784088000&x-signature=2g2XRNP46CDU4rDOWfaiQidOQSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,1492.0,"['601450', '700645', '605196']",d120lgAAAACOV4AEeERJl-yievH_HBssY2WFvIPgQqJjt59OAX3Lwg,42754.0,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",@jenrioj,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4802}}",jenelrioja,"{'amount': '42341.161812', 'currency': 'USD'}","{'amount': '42341.161812', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ab818ee934f47bff36281e84d51a60e6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3db6aec5&x-expires=1784088000&x-signature=2v5aitInZU1rEvcejvZIxkqjtwU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,1411.0,"['601450', '700437', '601739']",r7qVwwAAAACOV4AEeERJl-yievH_HBssztLeUN6pxBqplJxpxCd-jA,6156.0,{'formatted_range': '₱10K+'},rayne,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4798}}",rayne.recos,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6cec67eb74fce509b4cf5bf0af4c1ba5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=93142d93&x-expires=1784088000&x-signature=jGE4%2FXHmBzYIq33D58WiWbHErqA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,2461.0,"['601450', '605248', '953224']",gsYEnQAAAACOV4AEeERJl-yievH_HBssS_aym1xzSbjq6V7WCsdRfw,60577.0,{'formatted_range': '₱10K+'},Jaliyah.👠,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3131}}",miamorshop18,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3dc1c7fd52c1035eb6a77fcc1150727b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2fdd2f1f&x-expires=1784088000&x-signature=Eja5eQdt4XWj1dJHHRWCKNkkKK4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,9.0,"['604453', '601152', '601450']",6P_hhgAAAACOV4AEeERJl-yievH_HBss4AcowpIWC7Y96rbptF2wCw,757.0,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '100', 'minimum_amount': '0'}",affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3157}}",affialiator17,"{'amount': '47.858194', 'currency': 'USD'}",,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/51a0869600a58c5b0be2aebefd311708~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b7fed37b&x-expires=1784088000&x-signature=%2FC4zbOd3l26VVFhE%2FVgcCD08zJg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['600942', '824328', '604206']",_fyqQgAAAACOV4AEeERJl-yievH_HBss0-aWMC38SaHFPQqmWovdjw,1333.0,{'formatted_range': '₱0-₱100'},AFFILIATOR,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5018}}",affillator,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/97d2e1e27e0a6283a77ffb0438e0ba6c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=91f61840&x-expires=1784088000&x-signature=EBIpQG5QoMLwtD1FK2hdYEwZrPg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['801928', '601450', '602284']",ZWwk1gAAAACOV4AEeERJl-yievH_HBssclk1oWbquKNUWTwQiwzxkw,938.0,{'formatted_range': '₱0-₱100'},AFFILIATOR🛒,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4669}}",_sinabawan0,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/27a7a743e1b89839d191092467d6011b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=568943d4&x-expires=1784088000&x-signature=68gBaVVq8PvWuohEfWn5win%2Flrw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['824584', '601352', '601152']",JKZsLAAAAACOV4AEeERJl-yievH_HBssbO9TS2VT5gfizqqTaoXo2Q,810.0,{'formatted_range': '₱0-₱100'},Yumi AFFILIATOR,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5345}}",yumi.affiliator,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/99343ad3e9cdbc5cba1238f05ef14e3d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ca579093&x-expires=1784088000&x-signature=b1IqxA5%2BVhmtqm%2BtHxd6zT3Ey8k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['700437', '824584', '602284']",sEHB0gAAAACOV4AEeERJl-yievH_HBss6V7yVzrtmuuTaH2wVITgwQ,426.0,{'formatted_range': '₱0-₱100'},Affiliator🤍,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7464}}",babylove.care,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/36f8abcd811927e7b49f77183701eaaa~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8088c498&x-expires=1784088000&x-signature=7UJaOAgiQmeqBzrCbWdKCtwQmho%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601352', '605248', '600942']",dJsL5gAAAACOV4AEeERJl-yievH_HBssnDPyAc9ENAWsi3I40UOgeQ,173.0,{'formatted_range': '₱0-₱100'},Affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6705}}",affiliator.shop25,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/5525e5de303e23b13007de41b2b3e11b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=818164e1&x-expires=1784088000&x-signature=HAbMtw121Tz7YgpfWOG7P3%2BIn4E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,['601450'],kuDCugAAAACOV4AEeERJl-yievH_HBss09HKU_I1kyus3zKuxck4Vg,68.0,{'formatted_range': '₱0-₱100'},Affiliator PH,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5882}}",tiktokbudol71,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/6b52dcf65059bbf47c1c209d38bbedc6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bd969114&x-expires=1784088000&x-signature=Z6JH%2Bsaunfx3CE9qta0mIN9CeJ4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,6.0,"['601450', '600001', '824328']",A8I11QAAAACOV4AEeERJl-yievH_HBsswOFBfQUiy-dquNb6yBwFAQ,479.0,{'formatted_range': '₱0-₱100'},Products Affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5114}}",mae2_24,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/da69cb56bb392c0105583daeab3240f3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7046523f&x-expires=1784088000&x-signature=xLFUUFtWN4jd0laiEDV69ABivJc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601739', '601152', '601450']",4reIUwAAAACOV4AEeERJl-yievH_HBssK4D062HPcfcnOkU5YTqIIw,1275.0,{'formatted_range': '₱0-₱100'},J-Affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2397}}",jaffiliator,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/60798392139e53030d788cb899543927~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=59677a32&x-expires=1784088000&x-signature=PuHiZW%2FtRPanwIXSNRbqn125Jt0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601450', '601352', '601755']",ZJdHIQAAAACOV4AEeERJl-yievH_HBssACFb5U-U13b4llB7D75cjw,876.0,{'formatted_range': '₱0-₱100'},new affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4554}}",new.affiliator2,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b1152b5585d949adfca0c51302ff43c0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d1814cd9&x-expires=1784088000&x-signature=iFHCvAh2pMxivEaZHehb3kRTxP4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601450', '601152', '601739']",4BP3jwAAAACOV4AEeERJl-yievH_HBssqiryx7m8JwaCRMA80U5WYg,834.0,{'formatted_range': '₱0-₱100'},affiliator ❤️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6286}}",affiliator.00,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/016c1fcea1265c566c5bfb7032b9bae9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d8510dad&x-expires=1784088000&x-signature=qeChOq0E0Vz79JL3m7jOOqY626k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['602284', '601755', '824584']",xYepoAAAAACOV4AEeERJl-yievH_HBssoq2aY17he7ujiizhxiqR2g,667.0,{'formatted_range': '₱0-₱100'},affiliator,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5487}}",zel_storeess,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=50a5736a&x-expires=1784088000&x-signature=OFHGPnahxWixVm5YsGdpnXjEqxw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,['700645'],WnCvIAAAAACOV4AEeERJl-yievH_HBss-YXD6tOV0E6pcB29I8L8ZA,206.0,{'formatted_range': '₱0-₱100'},I'm Affiliator,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7621}}",new_affiliator,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/dd0ead658887552b7d7a5512efec3c8d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=247c2263&x-expires=1784088000&x-signature=J6tS%2BBcFPAYDiUzxPz2DVagiW0E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601450', '824584', '700437']",WPWW4AAAAACOV4AEeERJl-yievH_HBssdp9MkepTCePn5v6AwFgQ3Q,105.0,{'formatted_range': '₱0-₱100'},affiliator,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5523}}",affiliator54,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7c1aafc67943046e7c08ac842ea7e0f8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=10cff386&x-expires=1784088000&x-signature=mEV2KuaxVgaJWFDrf5j%2BBpOclZk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601352', '700645', '824584']",GaoCfgAAAACOV4AEeERJl-yievH_HBssGZ3FoiSrdLZ638JzSWzbAg,278.0,{'formatted_range': '₱0-₱100'},Affiliator,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3345}}",product_haull,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/05861576012039e495e0ed63032b761a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8edc7830&x-expires=1784088000&x-signature=JOUgDj65yXdruDOil8yGA8CwoU0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,2587.0,"['601739', '605248', '604968']",inM76wAAAACOV4AEeERJl-yievH_HBssO_46zLq8Y4bbM13fgiPlWw,37458.0,{'formatted_range': '₱10K+'},Prince Yobe,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4923}}",princeyobee,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4d0195e969f9c27201ddb272e206247d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=360775f0&x-expires=1784088000&x-signature=eXok0sCLplRVczsLkaKGtk49jIo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,792.0,"['602284', '601450', '700437']",HPLjxAAAAACOV4AEeERJl-yievH_HBssAu9NxmT5DoTgKWDtFCX-vw,32198.0,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Miss Sammy❤️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6603}}",sammy_feb12,"{'amount': '114561.192694', 'currency': 'USD'}","{'amount': '114270.237146', 'currency': 'USD'}","{'amount': '7.594781', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4c2692633b8cf528277164e2a65605b0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ddd0b1d1&x-expires=1784088000&x-signature=AEp1DYLk1p3oibEhLlusbDuI7E0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,1716.0,"['824328', '603014', '601352']",pFfl3wAAAACOV4AEeERJl-yievH_HBssgb-WXcIiJz-wiH6OSSRN2g,134690.0,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",M&D.AFFILIATE,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4823}}",4ffiliator,"{'amount': '83753.856551', 'currency': 'USD'}","{'amount': '83581.372922', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/587709b55f96ca260470798a01b29235~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=36b0ecd5&x-expires=1784088000&x-signature=yCcAcOIrX9reNYvlxnLnuOykZWY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,2967.0,"['601450', '602118', '700645']",TSPAAQAAAACOV4AEeERJl-yievH_HBssSfEZeYSnnoEIv1qzUuUnQQ,16340.0,{'formatted_range': '₱10K+'},nblanc04 on ig,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4224}}",nicoblancaflor,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bd7c02bb35acd3ac377b3397a364d913~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=42974640&x-expires=1784088000&x-signature=EfHa7r6W4O3U7FR4%2FL9%2F9kDJFEA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,2741.0,"['601152', '601450', '601352']",i-naJwAAAACOV4AEeERJl-yievH_HBsseCoiAlvDy2RuGaNN2m60Pw,20886.0,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Danea Kaye Yap,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6371}}",yap.dkaye,"{'amount': '81331.18512', 'currency': 'USD'}","{'amount': '80976.869109', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f2253b176518bc2fdce32aefa683f1f5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e9cd641b&x-expires=1784088000&x-signature=dLZmg6qBogiwk7OZ2%2FS6jqnyDCE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['801928', '600001', '603014']",6SEOpwAAAACOV4AEeERJl-yievH_HBssNWjlbbmKrh55kD9nDWREVA,1892.0,{'formatted_range': '₱0-₱100'},Caranza sirciram,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6818}}",mommycris16,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/17138561d6b078e8e53a900dd060c6b5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d28a9d6e&x-expires=1784088000&x-signature=LD1X7%2FLxzIb%2B0v9%2BBZEzkXqy10o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,36.0,"['602284', '605196', '604206']",ldnvCgAAAACOV4AEeERJl-yievH_HBssBu_L-rkoBMPqpXTXtrESgg,2006.0,{'formatted_range': '₱0-₱100'},cris.brylle,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6984}}",mommycris21,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f25bfbd577bc865d189dc009339fbe22~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=59d5807b&x-expires=1784088000&x-signature=tZULEHQQrfzAaZD4rTwcg7GgFic%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,255.0,"['602284', '601352', '824328']",q3ZTzgAAAACOV4AEeERJl-yievH_HBsstXCICcTQx7mLoFU2is4-5g,1628.0,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '1000', 'minimum_amount': '100'}",mommy cris,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6115}}",mommycris18,"{'amount': '101.709069', 'currency': 'USD'}","{'amount': '101.709069', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6e9fe09b20769087ab12ff7b42710c93~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7e5da558&x-expires=1784088000&x-signature=klVm8pkqIaPHhL3DSdA8ERXJlZc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,132.0,"['601450', '604579', '601352']",SU_siQAAAACOV4AEeERJl-yievH_HBssj6xUSig9cJyAZmsoLZ6XBQ,586.0,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '100', 'minimum_amount': '0'}",🧿Cristinafinds🛍,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2064}}",mommycris14,"{'amount': '22.363025', 'currency': 'USD'}","{'amount': '22.363025', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a8df77c6e88365dd93fcbf6b95c09b68~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d2b28662&x-expires=1784088000&x-signature=iBUcyTcSpSgJQIdUMWrG6tlcxKw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601152', '601755', '602284']",bUC9OgAAAACOV4AEeERJl-yievH_HBss5W1l4qNZemmLVXinGY1X4w,1487.0,{'formatted_range': '₱0-₱100'},mommycris17,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4431}}",resorcris,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3a3b6b95a14761f15bd47ac580d5fc02~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=22f28222&x-expires=1784088000&x-signature=%2BBIrj7eLkJqEOv4yEPpxVqf7xbc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,198.0,"['700645', '600001', '802184']",-xV5-gAAAACOV4AEeERJl-yievH_HBssrmlzRyVP8u1bkXvNy_3OIg,1252.0,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '100', 'minimum_amount': '0'}",MommyCris❤️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6922}}",mommycris31,"{'amount': '59.15419', 'currency': 'USD'}","{'amount': '41.783735', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1e183102b877c9cbc0bd2e293f6f6919~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5d442857&x-expires=1784088000&x-signature=Ty7OiY9MwtVjBFG1wX%2BEMlYbqks%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['605196', '604579', '605248']",lcNh8AAAAACOV4AEeERJl-yievH_HBssHjV9Bw8U9PenYBA63ARQuw,1501.0,{'formatted_range': '₱1K-₱10K'},Crisss🌸,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4960}}",mommycris116,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/95a63e558b5eb25b99c85eac36381d51~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bc8d3e5a&x-expires=1784088000&x-signature=wkyMN5oTeoXKsKUB0fAhB21cy2I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,28.0,"['600001', '604206', '700437']",QCSHOgAAAACOV4AEeERJl-yievH_HBssTkfYBus17NraxXLFN2i6Hg,807.0,{'formatted_range': '₱0-₱100'},mommykris11,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4287}}",mommykris11,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4e2447145cc4dae32f36c01386764135~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f7cd38a6&x-expires=1784088000&x-signature=IOAtiM8jGGdtRnpP1jicceHST%2Fc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,26615.0,"['601450', '700645', '600001']",ZQ8XGwAAAACOV4AEeERJl-yievH_HBssNIuQf0uC83GKu1jFzJLWLw,14677760.0,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ericka Pineda,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4004}}",erickapineda09,"{'amount': '145200.683334', 'currency': 'USD'}","{'amount': '73131.855396', 'currency': 'USD'}",
